level,session,grammatical_property,mini_language,participant_lab_ID,n,mean_accuracy,se
participant_cell,3,gender_agreement,Mini-English,27,73,0.9726027397260274,0.01910556485075688
participant_cell,3,gender_agreement,Mini-English,29,79,0.9873417721518988,0.01257785733490808
participant_cell,3,gender_agreement,Mini-English,3,90,0.9888888888888889,0.01104921028901946
participant_cell,3,gender_agreement,Mini-English,31,94,0.9787234042553191,0.014883913284539255
participant_cell,3,gender_agreement,Mini-English,33,85,0.9411764705882353,0.025521230331606613
participant_cell,3,gender_agreement,Mini-English,37,71,1,0
participant_cell,3,gender_agreement,Mini-English,39,47,0.9787234042553191,0.021049032028180495
participant_cell,3,gender_agreement,Mini-English,41,37,0.6486486486486487,0.07848284013769638
participant_cell,3,gender_agreement,Mini-English,43,92,0.4782608695652174,0.05207930931552329
participant_cell,3,gender_agreement,Mini-English,47,84,0.8452380952380952,0.03946225707293162
participant_cell,3,gender_agreement,Mini-English,49,71,0.7605633802816901,0.05064467838459024
participant_cell,3,gender_agreement,Mini-English,5,90,0.9888888888888889,0.01104921028901946
participant_cell,3,gender_agreement,Mini-English,51,89,0.4943820224719101,0.052996548364232204
participant_cell,3,gender_agreement,Mini-English,53,90,1,0
participant_cell,3,gender_agreement,Mini-English,55,86,0.9883720930232558,0.011560105191887006
participant_cell,3,gender_agreement,Mini-English,57,82,0.5609756097560976,0.05480363783266182
participant_cell,3,gender_agreement,Mini-English,59,90,0.8,0.042163702135578386
participant_cell,3,gender_agreement,Mini-English,61,55,1,0
participant_cell,3,gender_agreement,Mini-English,65,92,1,0
participant_cell,3,gender_agreement,Mini-English,7,78,0.9615384615384616,0.021774558348934527
participant_cell,3,gender_agreement,Mini-English,9,35,1,0
participant_cell,3,gender_agreement,Mini-Norwegian,10,81,1,0
participant_cell,3,gender_agreement,Mini-Norwegian,12,87,0.8505747126436781,0.038221581863786644
participant_cell,3,gender_agreement,Mini-Norwegian,14,71,0.9859154929577465,0.013984968642741166
participant_cell,3,gender_agreement,Mini-Norwegian,16,77,1,0
participant_cell,3,gender_agreement,Mini-Norwegian,18,92,0.4673913043478261,0.05201762587647198
participant_cell,3,gender_agreement,Mini-Norwegian,20,86,0.45348837209302323,0.05368260171032019
participant_cell,3,gender_agreement,Mini-Norwegian,22,79,0.810126582278481,0.04412604256512355
participant_cell,3,gender_agreement,Mini-Norwegian,24,94,0.776595744680851,0.042961486218849536
participant_cell,3,gender_agreement,Mini-Norwegian,26,93,1,0
participant_cell,3,gender_agreement,Mini-Norwegian,28,85,0.9764705882352941,0.016440902560995577
participant_cell,3,gender_agreement,Mini-Norwegian,30,83,0.9759036144578314,0.016832180075559013
participant_cell,3,gender_agreement,Mini-Norwegian,32,88,1,0
participant_cell,3,gender_agreement,Mini-Norwegian,34,92,0.4782608695652174,0.05207930931552329
participant_cell,3,gender_agreement,Mini-Norwegian,36,93,0.956989247311828,0.021037812307399886
participant_cell,3,gender_agreement,Mini-Norwegian,38,85,0.8,0.04338609156373123
participant_cell,3,gender_agreement,Mini-Norwegian,40,65,0.9076923076923077,0.03590307084541777
participant_cell,3,gender_agreement,Mini-Norwegian,42,63,0.7142857142857143,0.05691564806354255
participant_cell,3,gender_agreement,Mini-Norwegian,44,62,0.9032258064516129,0.03754759324176632
participant_cell,3,gender_agreement,Mini-Norwegian,48,28,1,0
participant_cell,3,gender_agreement,Mini-Norwegian,50,84,0.9880952380952381,0.011833688064142894
participant_cell,3,gender_agreement,Mini-Norwegian,52,93,0.5161290322580645,0.051820601864677344
participant_cell,3,gender_agreement,Mini-Norwegian,54,79,0.9113924050632911,0.03197235535647985
participant_cell,3,gender_agreement,Mini-Norwegian,56,76,0.9868421052631579,0.013071042997352424
participant_cell,3,gender_agreement,Mini-Norwegian,58,48,0.8333333333333334,0.0537914353639919
participant_cell,3,gender_agreement,Mini-Norwegian,6,96,0.5104166666666666,0.051019960662424764
participant_cell,3,gender_agreement,Mini-Norwegian,60,79,0.5822784810126582,0.05548751160239523
participant_cell,3,gender_agreement,Mini-Norwegian,62,62,0.9193548387096774,0.034580788823532486
participant_cell,3,gender_agreement,Mini-Norwegian,8,74,0.5,0.05812381937190964
participant_cell,4,differential_object_marking,Mini-English,11,77,0.7792207792207793,0.04726764859038544
participant_cell,4,differential_object_marking,Mini-English,13,54,0.9629629629629629,0.025699580240322643
participant_cell,4,differential_object_marking,Mini-English,15,63,0.7619047619047619,0.053660587601810576
participant_cell,4,differential_object_marking,Mini-English,17,76,0.5131578947368421,0.057334070632943414
participant_cell,4,differential_object_marking,Mini-English,19,70,0.7,0.05477225575051661
participant_cell,4,differential_object_marking,Mini-English,21,77,0.5714285714285714,0.0563958595679802
participant_cell,4,differential_object_marking,Mini-English,23,47,0.8297872340425532,0.05481892441184465
participant_cell,4,differential_object_marking,Mini-English,25,76,0.9736842105263158,0.018361597761167376
participant_cell,4,differential_object_marking,Mini-English,27,91,1,0
participant_cell,4,differential_object_marking,Mini-English,29,79,0.7848101265822784,0.04623593755371157
participant_cell,4,differential_object_marking,Mini-English,31,75,0.49333333333333335,0.05772989468846051
participant_cell,4,differential_object_marking,Mini-English,33,61,0.7540983606557377,0.055135306458118115
participant_cell,4,differential_object_marking,Mini-English,37,66,0.9848484848484849,0.015036292831784029
participant_cell,4,differential_object_marking,Mini-English,39,57,0.8947368421052632,0.04064886556427542
participant_cell,4,differential_object_marking,Mini-English,41,42,0.7857142857142857,0.06331466145913703
participant_cell,4,differential_object_marking,Mini-English,43,91,0.4835164835164835,0.05238575153192087
participant_cell,4,differential_object_marking,Mini-English,47,70,0.7,0.05477225575051661
participant_cell,4,differential_object_marking,Mini-English,49,64,0.5625,0.062009796353076345
participant_cell,4,differential_object_marking,Mini-English,51,82,0.45121951219512196,0.05495235896859785
participant_cell,4,differential_object_marking,Mini-English,53,94,0.9893617021276596,0.01058155987913606
participant_cell,4,differential_object_marking,Mini-English,55,64,0.46875,0.06237781024480981
participant_cell,4,differential_object_marking,Mini-English,57,69,0.7101449275362319,0.0546184538319878
participant_cell,4,differential_object_marking,Mini-English,61,59,0.8983050847457628,0.039349166955554654
participant_cell,4,differential_object_marking,Mini-English,65,93,0.4946236559139785,0.051844587333152004
participant_cell,4,differential_object_marking,Mini-English,7,88,0.9090909090909091,0.030645448293783736
participant_cell,4,differential_object_marking,Mini-English,9,35,0.8857142857142857,0.05377851132081831
participant_cell,4,differential_object_marking,Mini-Norwegian,10,91,1,0
participant_cell,4,differential_object_marking,Mini-Norwegian,12,87,0.9655172413793104,0.019562366514868108
participant_cell,4,differential_object_marking,Mini-Norwegian,14,57,0.9473684210526315,0.029576394049948242
participant_cell,4,differential_object_marking,Mini-Norwegian,16,34,1,0
participant_cell,4,differential_object_marking,Mini-Norwegian,18,89,0.5842696629213483,0.05224172682323283
participant_cell,4,differential_object_marking,Mini-Norwegian,22,91,0.9560439560439561,0.021489560500462954
participant_cell,4,differential_object_marking,Mini-Norwegian,24,94,0.48936170212765956,0.05155938804854268
participant_cell,4,differential_object_marking,Mini-Norwegian,26,77,0.6493506493506493,0.0543789473609496
participant_cell,4,differential_object_marking,Mini-Norwegian,28,81,0.48148148148148145,0.055517438531819105
participant_cell,4,differential_object_marking,Mini-Norwegian,30,81,0.8518518518518519,0.0394718643894051
participant_cell,4,differential_object_marking,Mini-Norwegian,32,82,0.9878048780487805,0.012120533349678284
participant_cell,4,differential_object_marking,Mini-Norwegian,34,92,0.4782608695652174,0.05207930931552329
participant_cell,4,differential_object_marking,Mini-Norwegian,36,77,0.4675324675324675,0.05686003084991121
participant_cell,4,differential_object_marking,Mini-Norwegian,38,94,0.5531914893617021,0.05127840836514522
participant_cell,4,differential_object_marking,Mini-Norwegian,40,65,0.676923076923077,0.058005069387487555
participant_cell,4,differential_object_marking,Mini-Norwegian,42,85,0.5058823529411764,0.054228861202681646
participant_cell,4,differential_object_marking,Mini-Norwegian,44,56,0.7142857142857143,0.0603681610520369
participant_cell,4,differential_object_marking,Mini-Norwegian,48,83,1,0
participant_cell,4,differential_object_marking,Mini-Norwegian,50,80,0.9875,0.012421629321469847
participant_cell,4,differential_object_marking,Mini-Norwegian,52,78,0.9102564102564102,0.03236206980550628
participant_cell,4,differential_object_marking,Mini-Norwegian,54,84,0.5119047619047619,0.054539007080995204
participant_cell,4,differential_object_marking,Mini-Norwegian,56,75,0.5733333333333334,0.05711067877052092
participant_cell,4,differential_object_marking,Mini-Norwegian,58,78,0.6282051282051282,0.05472113981207022
participant_cell,4,differential_object_marking,Mini-Norwegian,60,72,0.9583333333333334,0.023549756885851616
participant_cell,4,differential_object_marking,Mini-Norwegian,62,63,0.49206349206349204,0.06298614257293926
participant_cell,4,differential_object_marking,Mini-Norwegian,8,94,0.4787234042553192,0.05152434938459199
participant_cell,4,gender_agreement,Mini-English,11,82,1,0
participant_cell,4,gender_agreement,Mini-English,13,48,1,0
participant_cell,4,gender_agreement,Mini-English,15,73,0.9726027397260274,0.01910556485075688
participant_cell,4,gender_agreement,Mini-English,17,78,0.8205128205128205,0.043452233114683256
participant_cell,4,gender_agreement,Mini-English,19,50,0.94,0.03358571124749334
participant_cell,4,gender_agreement,Mini-English,21,76,0.9736842105263158,0.018361597761167376
participant_cell,4,gender_agreement,Mini-English,23,43,0.9302325581395349,0.038849724166723575
participant_cell,4,gender_agreement,Mini-English,25,73,0.9863013698630136,0.013604480360586898
participant_cell,4,gender_agreement,Mini-English,27,92,0.9891304347826086,0.01081033008856134
participant_cell,4,gender_agreement,Mini-English,29,67,0.9701492537313433,0.020790238530309813
participant_cell,4,gender_agreement,Mini-English,31,74,0.9864864864864865,0.013421895416371761
participant_cell,4,gender_agreement,Mini-English,33,55,0.9272727272727272,0.035016364104106745
participant_cell,4,gender_agreement,Mini-English,37,76,0.9868421052631579,0.013071042997352424
participant_cell,4,gender_agreement,Mini-English,39,48,0.8541666666666666,0.05094236371917087
participant_cell,4,gender_agreement,Mini-English,41,38,0.6052631578947368,0.07929287277821243
participant_cell,4,gender_agreement,Mini-English,43,96,0.5104166666666666,0.051019960662424764
participant_cell,4,gender_agreement,Mini-English,47,64,0.90625,0.036435074426128186
participant_cell,4,gender_agreement,Mini-English,49,67,0.7910447761194029,0.049669495472589524
participant_cell,4,gender_agreement,Mini-English,51,89,0.5168539325842697,0.052969775668224965
participant_cell,4,gender_agreement,Mini-English,53,91,1,0
participant_cell,4,gender_agreement,Mini-English,55,71,0.971830985915493,0.019635954637023313
participant_cell,4,gender_agreement,Mini-English,57,72,0.9583333333333334,0.023549756885851616
participant_cell,4,gender_agreement,Mini-English,61,68,0.9411764705882353,0.02853360294545094
participant_cell,4,gender_agreement,Mini-English,65,93,1,0
participant_cell,4,gender_agreement,Mini-English,7,92,0.9565217391304348,0.021261288996601114
participant_cell,4,gender_agreement,Mini-English,9,42,0.9761904761904762,0.02352436952522272
participant_cell,4,gender_agreement,Mini-Norwegian,10,91,0.978021978021978,0.015369081467100405
participant_cell,4,gender_agreement,Mini-Norwegian,12,86,0.9418604651162791,0.025233636043800634
participant_cell,4,gender_agreement,Mini-Norwegian,14,45,0.9111111111111111,0.04242317352081883
participant_cell,4,gender_agreement,Mini-Norwegian,16,25,1,0
participant_cell,4,gender_agreement,Mini-Norwegian,18,93,0.44086021505376344,0.05148363199924294
participant_cell,4,gender_agreement,Mini-Norwegian,22,81,1,0
participant_cell,4,gender_agreement,Mini-Norwegian,24,91,0.967032967032967,0.018717156642915168
participant_cell,4,gender_agreement,Mini-Norwegian,26,77,0.948051948051948,0.025290379015316666
participant_cell,4,gender_agreement,Mini-Norwegian,28,91,0.9340659340659341,0.026014950241775744
participant_cell,4,gender_agreement,Mini-Norwegian,30,89,1,0
participant_cell,4,gender_agreement,Mini-Norwegian,32,82,1,0
participant_cell,4,gender_agreement,Mini-Norwegian,34,92,0.5108695652173914,0.052116284335669574
participant_cell,4,gender_agreement,Mini-Norwegian,36,89,0.9550561797752809,0.02196111815585359
participant_cell,4,gender_agreement,Mini-Norwegian,38,85,0.49411764705882355,0.054228861202681646
participant_cell,4,gender_agreement,Mini-Norwegian,40,61,0.9016393442622951,0.038129597199970874
participant_cell,4,gender_agreement,Mini-Norwegian,42,88,0.5681818181818182,0.05280229416389688
participant_cell,4,gender_agreement,Mini-Norwegian,44,59,0.8983050847457628,0.039349166955554654
participant_cell,4,gender_agreement,Mini-Norwegian,48,76,1,0
participant_cell,4,gender_agreement,Mini-Norwegian,50,83,1,0
participant_cell,4,gender_agreement,Mini-Norwegian,52,78,0.5641025641025641,0.05614665563886408
participant_cell,4,gender_agreement,Mini-Norwegian,54,82,0.9390243902439024,0.026424670838333345
participant_cell,4,gender_agreement,Mini-Norwegian,56,73,0.958904109589041,0.023234073408566338
participant_cell,4,gender_agreement,Mini-Norwegian,58,86,0.6744186046511628,0.05052953894914609
participant_cell,4,gender_agreement,Mini-Norwegian,60,77,0.6493506493506493,0.0543789473609496
participant_cell,4,gender_agreement,Mini-Norwegian,62,66,0.696969696969697,0.05656893601932576
participant_cell,4,gender_agreement,Mini-Norwegian,8,92,0.4891304347826087,0.052116284335669574
participant_cell,4,verb_object_number_agreement,Mini-English,11,77,0.4805194805194805,0.05693702483352203
participant_cell,4,verb_object_number_agreement,Mini-English,13,56,0.9642857142857143,0.024798752672479052
participant_cell,4,verb_object_number_agreement,Mini-English,15,62,0.4838709677419355,0.063467016366189
participant_cell,4,verb_object_number_agreement,Mini-English,17,75,0.44,0.05731782736054581
participant_cell,4,verb_object_number_agreement,Mini-English,19,64,0.53125,0.06237781024480981
participant_cell,4,verb_object_number_agreement,Mini-English,21,78,0.5256410256410257,0.05653935976482544
participant_cell,4,verb_object_number_agreement,Mini-English,23,55,0.6,0.06605782590758164
participant_cell,4,verb_object_number_agreement,Mini-English,25,58,0.9827586206896551,0.017092100489256915
participant_cell,4,verb_object_number_agreement,Mini-English,27,91,0.9560439560439561,0.021489560500462954
participant_cell,4,verb_object_number_agreement,Mini-English,29,72,0.7222222222222222,0.05278589931014528
participant_cell,4,verb_object_number_agreement,Mini-English,31,83,0.963855421686747,0.020487477154161535
participant_cell,4,verb_object_number_agreement,Mini-English,33,66,0.9545454545454546,0.025639821582625726
participant_cell,4,verb_object_number_agreement,Mini-English,37,75,0.9733333333333334,0.01860306625462785
participant_cell,4,verb_object_number_agreement,Mini-English,39,57,0.9298245614035088,0.03383417933803951
participant_cell,4,verb_object_number_agreement,Mini-English,41,23,0.4782608695652174,0.10415861863104658
participant_cell,4,verb_object_number_agreement,Mini-English,43,92,0.4673913043478261,0.05201762587647198
participant_cell,4,verb_object_number_agreement,Mini-English,47,63,0.47619047619047616,0.0629226164422295
participant_cell,4,verb_object_number_agreement,Mini-English,49,66,0.5303030303030303,0.061432609832442045
participant_cell,4,verb_object_number_agreement,Mini-English,51,82,0.4634146341463415,0.055067753279798924
participant_cell,4,verb_object_number_agreement,Mini-English,53,91,0.978021978021978,0.015369081467100405
participant_cell,4,verb_object_number_agreement,Mini-English,55,70,0.44285714285714284,0.059369868966571517
participant_cell,4,verb_object_number_agreement,Mini-English,57,78,0.7564102564102564,0.048602756649638
participant_cell,4,verb_object_number_agreement,Mini-English,61,60,0.85,0.046097722286464436
participant_cell,4,verb_object_number_agreement,Mini-English,65,91,0.8571428571428571,0.036682327929506826
participant_cell,4,verb_object_number_agreement,Mini-English,7,82,0.9634146341463414,0.02073258212802435
participant_cell,4,verb_object_number_agreement,Mini-English,9,33,0.8787878787878788,0.05681435554915709
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,10,93,1,0
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,12,87,1,0
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,14,48,1,0
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,16,38,1,0
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,18,91,0.5274725274725275,0.0523350638069097
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,22,81,0.9629629629629629,0.020983619397501187
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,24,93,0.978494623655914,0.015042196967050395
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,26,79,0.7215189873417721,0.05043222526222389
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,28,83,0.5662650602409639,0.054398013539127966
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,30,70,0.5142857142857142,0.05973703306604311
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,32,82,0.8048780487804879,0.043763412629981006
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,34,92,0.4891304347826087,0.052116284335669574
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,36,84,0.5952380952380952,0.05355567921681175
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,38,92,0.5434782608695652,0.051931145973147234
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,40,66,0.45454545454545453,0.06129089658756746
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,42,89,0.4606741573033708,0.05283570869630168
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,44,70,0.4714285714285714,0.059663781005299996
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,48,72,1,0
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,50,80,0.975,0.017455300054711183
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,52,77,0.948051948051948,0.025290379015316666
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,54,87,0.5287356321839081,0.05351702526857784
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,56,71,0.9859154929577465,0.013984968642741166
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,58,69,0.5507246376811594,0.05988237396813556
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,60,76,0.881578947368421,0.03706280354898464
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,62,63,0.42857142857142855,0.06234796863885496
participant_cell,4,verb_object_number_agreement,Mini-Norwegian,8,92,0.967391304347826,0.018517139128984002
participant_cell,6,differential_object_marking,Mini-English,11,70,0.6,0.05855400437691199
participant_cell,6,differential_object_marking,Mini-English,13,81,0.5061728395061729,0.055551321622267724
participant_cell,6,differential_object_marking,Mini-English,15,92,0.6195652173913043,0.05061621998905203
participant_cell,6,differential_object_marking,Mini-English,17,69,0.4782608695652174,0.06013600650505432
participant_cell,6,differential_object_marking,Mini-English,19,79,0.4430379746835443,0.05588814865786066
participant_cell,6,differential_object_marking,Mini-English,21,89,0.5842696629213483,0.05224172682323283
participant_cell,6,differential_object_marking,Mini-English,23,35,0.8,0.06761234037828132
participant_cell,6,differential_object_marking,Mini-English,25,81,1,0
participant_cell,6,differential_object_marking,Mini-English,27,89,0.5168539325842697,0.052969775668224965
participant_cell,6,differential_object_marking,Mini-English,29,84,0.7738095238095238,0.04564724274143247
participant_cell,6,differential_object_marking,Mini-English,3,80,0.8625,0.03850223207815359
participant_cell,6,differential_object_marking,Mini-English,33,81,0.4444444444444444,0.055211554999994805
participant_cell,6,differential_object_marking,Mini-English,37,68,0.4264705882352941,0.059974679167611115
participant_cell,6,differential_object_marking,Mini-English,43,94,0.5319148936170213,0.051465898600733695
participant_cell,6,differential_object_marking,Mini-English,5,87,0.6666666666666666,0.050539869571926896
participant_cell,6,differential_object_marking,Mini-English,7,92,0.9021739130434783,0.030972663905888674
participant_cell,6,differential_object_marking,Mini-English,9,52,0.5384615384615384,0.06913207955945516
participant_cell,6,differential_object_marking,Mini-Norwegian,10,67,0.9402985074626866,0.028945967245766594
participant_cell,6,differential_object_marking,Mini-Norwegian,12,92,0.967391304347826,0.018517139128984002
participant_cell,6,differential_object_marking,Mini-Norwegian,14,74,0.013513513513513514,0.013421895416371775
participant_cell,6,differential_object_marking,Mini-Norwegian,16,56,0.39285714285714285,0.06526325921156138
participant_cell,6,differential_object_marking,Mini-Norwegian,18,95,0.5263157894736842,0.05122781719918817
participant_cell,6,differential_object_marking,Mini-Norwegian,20,87,0.5517241379310345,0.053318023688625406
participant_cell,6,differential_object_marking,Mini-Norwegian,22,68,0.9558823529411765,0.024903130052741824
participant_cell,6,differential_object_marking,Mini-Norwegian,24,92,0.4891304347826087,0.052116284335669574
participant_cell,6,differential_object_marking,Mini-Norwegian,26,86,0.4883720930232558,0.05390180475247302
participant_cell,6,differential_object_marking,Mini-Norwegian,30,69,0.8115942028985508,0.04707518696538899
participant_cell,6,differential_object_marking,Mini-Norwegian,32,92,0.5217391304347826,0.05207930931552329
participant_cell,6,differential_object_marking,Mini-Norwegian,34,93,0.5053763440860215,0.051844587333152004
participant_cell,6,differential_object_marking,Mini-Norwegian,36,90,0.5333333333333333,0.05258737584977436
participant_cell,6,differential_object_marking,Mini-Norwegian,38,96,0.5104166666666666,0.051019960662424764
participant_cell,6,differential_object_marking,Mini-Norwegian,40,68,0.9558823529411765,0.024903130052741824
participant_cell,6,differential_object_marking,Mini-Norwegian,42,74,0.47297297297297297,0.05803884298235808
participant_cell,6,differential_object_marking,Mini-Norwegian,6,96,0.4895833333333333,0.051019960662424764
participant_cell,6,differential_object_marking,Mini-Norwegian,8,90,0.4777777777777778,0.05265254798514357
participant_cell,6,gender_agreement,Mini-English,11,75,0.9066666666666666,0.03359012200478434
participant_cell,6,gender_agreement,Mini-English,13,74,0.9864864864864865,0.013421895416371761
participant_cell,6,gender_agreement,Mini-English,15,89,0.5280898876404494,0.052916189639669126
participant_cell,6,gender_agreement,Mini-English,17,69,0.5797101449275363,0.05942310739678889
participant_cell,6,gender_agreement,Mini-English,19,73,0.9726027397260274,0.01910556485075688
participant_cell,6,gender_agreement,Mini-English,21,80,0.9875,0.012421629321469847
participant_cell,6,gender_agreement,Mini-English,23,37,0.9459459459459459,0.037174611102993346
participant_cell,6,gender_agreement,Mini-English,25,89,1,0
participant_cell,6,gender_agreement,Mini-English,27,90,0.9222222222222223,0.028230872592828887
participant_cell,6,gender_agreement,Mini-English,29,88,0.9545454545454546,0.02220473683905441
participant_cell,6,gender_agreement,Mini-English,3,77,0.987012987012987,0.012902406138576678
participant_cell,6,gender_agreement,Mini-English,33,83,0.891566265060241,0.03412871808894757
participant_cell,6,gender_agreement,Mini-English,37,71,0.9014084507042254,0.03537948313367657
participant_cell,6,gender_agreement,Mini-English,43,96,0.5833333333333334,0.05031728036871333
participant_cell,6,gender_agreement,Mini-English,5,87,0.7701149425287356,0.04511007199798282
participant_cell,6,gender_agreement,Mini-English,7,93,0.8602150537634409,0.03595772832452337
participant_cell,6,gender_agreement,Mini-English,9,57,0.9649122807017544,0.024371600978552357
participant_cell,6,gender_agreement,Mini-Norwegian,10,76,0.8552631578947368,0.040358278457275534
participant_cell,6,gender_agreement,Mini-Norwegian,12,86,0.8255813953488372,0.04091919930942524
participant_cell,6,gender_agreement,Mini-Norwegian,14,68,0.9411764705882353,0.02853360294545094
participant_cell,6,gender_agreement,Mini-Norwegian,16,41,0.9512195121951219,0.033641202892560854
participant_cell,6,gender_agreement,Mini-Norwegian,18,92,0.6847826086956522,0.04843814831528311
participant_cell,6,gender_agreement,Mini-Norwegian,20,79,0.5316455696202531,0.0561416109498397
participant_cell,6,gender_agreement,Mini-Norwegian,22,69,0.9855072463768116,0.014387350379788852
participant_cell,6,gender_agreement,Mini-Norwegian,24,93,0.9139784946236559,0.02907569024673356
participant_cell,6,gender_agreement,Mini-Norwegian,26,84,0.7261904761904762,0.048653031579886166
participant_cell,6,gender_agreement,Mini-Norwegian,30,83,0.9759036144578314,0.016832180075559013
participant_cell,6,gender_agreement,Mini-Norwegian,32,92,0.9891304347826086,0.01081033008856134
participant_cell,6,gender_agreement,Mini-Norwegian,34,93,0.4838709677419355,0.051820601864677344
participant_cell,6,gender_agreement,Mini-Norwegian,36,92,0.7934782608695652,0.042204279403481405
participant_cell,6,gender_agreement,Mini-Norwegian,38,95,0.49473684210526314,0.05129607548022969
participant_cell,6,gender_agreement,Mini-Norwegian,40,56,0.9285714285714286,0.03441514684497969
participant_cell,6,gender_agreement,Mini-Norwegian,42,81,0.5432098765432098,0.05534771193918248
participant_cell,6,gender_agreement,Mini-Norwegian,6,93,0.4946236559139785,0.051844587333152004
participant_cell,6,gender_agreement,Mini-Norwegian,8,94,0.4787234042553192,0.05152434938459199
participant_cell,6,verb_object_number_agreement,Mini-English,11,71,0.4084507042253521,0.05833592935857883
participant_cell,6,verb_object_number_agreement,Mini-English,13,86,0.4883720930232558,0.05390180475247302
participant_cell,6,verb_object_number_agreement,Mini-English,15,85,0.5176470588235295,0.05419882583000776
participant_cell,6,verb_object_number_agreement,Mini-English,17,70,0.42857142857142855,0.05914847651505893
participant_cell,6,verb_object_number_agreement,Mini-English,19,78,0.5897435897435898,0.05569446044588395
participant_cell,6,verb_object_number_agreement,Mini-English,21,88,0.5340909090909091,0.05317614489058503
participant_cell,6,verb_object_number_agreement,Mini-English,23,36,0.8611111111111112,0.05763842406476264
participant_cell,6,verb_object_number_agreement,Mini-English,25,72,0.5277777777777778,0.05883456031082794
participant_cell,6,verb_object_number_agreement,Mini-English,27,87,0.4827586206896552,0.05357374709188494
participant_cell,6,verb_object_number_agreement,Mini-English,29,75,0.7466666666666667,0.050220255615379676
participant_cell,6,verb_object_number_agreement,Mini-English,3,78,0.5769230769230769,0.05593985325795573
participant_cell,6,verb_object_number_agreement,Mini-English,33,79,0.8987341772151899,0.03394169533977786
participant_cell,6,verb_object_number_agreement,Mini-English,37,57,0.6491228070175439,0.06321258874556504
participant_cell,6,verb_object_number_agreement,Mini-English,43,95,0.5052631578947369,0.05129607548022969
participant_cell,6,verb_object_number_agreement,Mini-English,5,85,0.6588235294117647,0.05142385421585982
participant_cell,6,verb_object_number_agreement,Mini-English,7,93,0.8709677419354839,0.03476231652131127
participant_cell,6,verb_object_number_agreement,Mini-English,9,51,0.8627450980392157,0.04818591321458915
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,10,72,0.4722222222222222,0.05883456031082794
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,12,90,0.45555555555555555,0.052495998933043006
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,14,62,0.5483870967741935,0.06320201722813826
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,16,51,0.7647058823529411,0.059397431093811924
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,18,90,0.5,0.05270462766947299
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,20,87,0.5632183908045977,0.05317542374435479
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,22,68,0.9264705882352942,0.031651325910857606
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,24,94,0.7978723404255319,0.04142053001209846
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,26,89,0.7528089887640449,0.045726054727037314
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,30,76,0.631578947368421,0.055332366635562825
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,32,92,0.4891304347826087,0.052116284335669574
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,34,93,0.5268817204301075,0.05177259759141466
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,36,90,0.4777777777777778,0.05265254798514357
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,38,97,0.4845360824742268,0.05074302219611504
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,40,58,0.4827586206896552,0.06561417199201615
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,42,80,0.5125,0.055884227425992035
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,6,96,0.5,0.05103103630798288
participant_cell,6,verb_object_number_agreement,Mini-Norwegian,8,91,0.5054945054945055,0.052411077011539936
